"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9N0","2020-02-24 08:00:00","261.000","86.000","1.000","17.600","0.960","995.100","","0.000","-99.000","-99.000","-99.000","17.600","","16.900",""
"C0K470","2020-02-24 08:00:00","97.000","131.000","0.300","17.100","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","17.100","","14.500",""
"C0R720","2020-02-24 08:00:00","214.000","359.000","6.000","19.200","0.950","998.900","","0.500","-99.000","-99.000","-99.000","20.300","","19.100",""
"C0V650","2020-02-24 08:00:00","28.000","134.000","0.800","19.200","0.880","1021.000","","0.000","-99.000","-99.000","-99.000","19.200","","17.000",""
"C0H9C0","2020-02-24 08:00:00","3402.000","188.000","1.600","11.000","0.070","681.100","","0.000","-99.000","-99.000","-99.000","11.000","","7.000",""
"C0U780","2020-02-24 08:00:00","15.000","252.000","0.500","17.400","0.990","1023.000","","6.500","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0U760","2020-02-24 08:00:00","22.000","163.000","0.400","19.100","0.990","1023.400","","19.500","-99.000","-99.000","-99.000","19.100","","17.900",""
"C0X290","2020-02-24 08:00:00","10.000","58.000","2.100","18.800","0.950","1021.300","","0.000","-99.000","-99.000","-99.000","19.300","","18.100",""
"C0E830","2020-02-24 08:00:00","37.000","148.000","1.500","17.800","0.910","1018.000","","0.000","-99.000","-99.000","-99.000","17.800","","15.800",""
"C0K330","2020-02-24 08:00:00","38.000","128.000","0.600","18.600","0.960","1017.900","","0.000","-99.000","-99.000","-99.000","18.600","","16.200",""
"C0M660","2020-02-24 08:00:00","40.000","134.000","1.000","17.500","0.940","1018.600","","0.000","-99.000","-99.000","-99.000","18.300","","16.200",""
"C0D580","2020-02-24 08:00:00","120.000","0.000","0.000","15.200","0.970","1008.200","","0.000","-99.000","-99.000","-99.000","15.200","","12.600",""
"C0R640","2020-02-24 08:00:00","21.000","52.000","2.400","19.500","0.920","1020.800","","0.000","-99.000","-99.000","-99.000","20.700","","18.700",""
"C0G830","2020-02-24 08:00:00","27.000","0.000","0.200","18.100","1.000","1017.600","","0.000","-99.000","-99.000","-99.000","18.300","","16.600",""
"C0A550","2020-02-24 08:00:00","422.000","130.000","0.300","16.700","1.000","975.500","","8.500","-99.000","-99.000","-99.000","16.700","","15.900",""
"C0G750","2020-02-24 08:00:00","31.000","131.000","0.400","18.500","0.880","1019.900","","0.000","-99.000","-99.000","-99.000","18.700","","16.800",""
"C0Z270","2020-02-24 08:00:00","343.000","0.000","0.000","17.000","0.990","985.600","","0.500","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0UA30","2020-02-24 08:00:00","1397.000","88.000","0.900","12.900","1.000","868.500","","0.500","-99.000","-99.000","-99.000","12.900","","9.200",""
"C0I080","2020-02-24 08:00:00","536.000","0.000","0.000","18.200","0.670","963.600","","0.000","-99.000","-99.000","-99.000","18.200","","13.900",""
"C0UA00","2020-02-24 08:00:00","392.000","302.000","1.100","14.900","0.850","979.900","","0.000","-99.000","-99.000","-99.000","15.000","","12.700",""
"C0AD40","2020-02-24 08:00:00","32.000","0.000","0.000","18.100","0.900","1018.400","","0.000","-99.000","-99.000","-99.000","20.100","","15.900",""
"C0G900","2020-02-24 08:00:00","20.000","209.000","0.700","18.800","0.910","1019.000","","0.000","-99.000","-99.000","-99.000","19.300","","18.500",""
"C0S660","2020-02-24 08:00:00","794.000","90.000","0.500","15.600","0.800","936.400","","0.000","-99.000","-99.000","-99.000","15.600","","13.700",""
"C0M640","2020-02-24 08:00:00","155.000","0.000","0.000","18.300","0.970","1004.400","","0.000","-99.000","-99.000","-99.000","18.300","","16.400",""
"C0R660","2020-02-24 08:00:00","20.000","107.000","1.100","21.800","0.770","1020.800","","0.000","-99.000","-99.000","-99.000","21.800","","17.900",""
"C0UA10","2020-02-24 08:00:00","1711.000","0.000","0.100","9.600","1.000","839.100","","0.000","-99.000","-99.000","-99.000","9.600","","6.300",""
"C0V770","2020-02-24 08:00:00","26.000","31.000","0.600","19.700","0.800","1019.100","","0.000","-99.000","-99.000","-99.000","19.700","","17.200",""
"C0E730","2020-02-24 08:00:00","26.000","0.000","0.200","18.100","0.790","1017.900","","0.000","-99.000","-99.000","-99.000","18.100","","15.200",""
"C0V810","2020-02-24 08:00:00","32.000","106.000","0.500","20.900","0.990","1017.500","","0.000","-99.000","-99.000","-99.000","20.900","","18.200",""
"C0A9C0","2020-02-24 08:00:00","35.000","64.000","2.300","22.100","0.730","1018.900","","0.000","-99.000","-99.000","-99.000","22.100","","20.800",""
"C0X310","2020-02-24 08:00:00","9.000","49.000","2.400","18.900","0.910","1022.200","","0.000","-99.000","-99.000","-99.000","19.400","","17.900",""
"C0K280","2020-02-24 08:00:00","23.000","58.000","0.400","19.100","0.930","1022.200","","0.000","-99.000","-99.000","-99.000","19.100","","15.800",""
"C0M650","2020-02-24 08:00:00","20.000","17.000","1.200","18.700","0.920","1020.600","","0.000","-99.000","-99.000","-99.000","18.700","","16.900",""
"C0S910","2020-02-24 08:00:00","212.000","43.000","2.000","21.800","0.990","999.900","","0.000","9.800","33.000","","21.800","","20.400",""
"C0D570","2020-02-24 08:00:00","15.000","0.000","0.000","16.100","1.000","1020.800","","0.000","-99.000","-99.000","-99.000","16.100","","13.300",""
"C0M710","2020-02-24 08:00:00","15.000","52.000","0.900","18.800","0.920","1020.900","","0.000","-99.000","-99.000","-99.000","18.800","","17.800",""
"C0V490","2020-02-24 08:00:00","20.000","0.000","0.200","21.300","0.990","1020.100","","0.000","-99.000","-99.000","-99.000","21.300","","19.600",""
"C0E870","2020-02-24 08:00:00","34.000","127.000","0.700","16.400","0.990","1020.300","","0.000","-99.000","-99.000","-99.000","16.400","","14.500",""
"C0M800","2020-02-24 08:00:00","440.000","0.000","0.000","16.200","0.840","972.600","","0.000","-99.000","-99.000","-99.000","16.500","","13.900",""
"C0A570","2020-02-24 08:00:00","360.000","0.000","0.100","17.400","0.890","981.800","","0.000","-99.000","-99.000","-99.000","17.700","","16.200",""
"C0S790","2020-02-24 08:00:00","236.000","300.000","0.900","17.800","0.970","998.900","","0.500","-99.000","-99.000","-99.000","18.400","","17.100",""
"C0D590","2020-02-24 08:00:00","143.000","0.000","0.000","18.000","0.850","1006.600","","0.000","-99.000","-99.000","-99.000","18.000","","15.200",""
"C0U990","2020-02-24 08:00:00","31.000","0.000","0.000","18.000","0.990","1021.600","","1.500","-99.000","-99.000","-99.000","18.100","","17.000",""
"C0M700","2020-02-24 08:00:00","150.000","0.000","0.000","18.300","0.880","1005.900","","0.000","-99.000","-99.000","-99.000","18.300","","14.700",""
"C0A970","2020-02-24 08:00:00","96.000","194.000","6.900","17.900","0.990","1013.600","","3.500","-99.000","-99.000","-99.000","18.200","","17.300",""
"CM0110","2020-02-24 08:00:00","7.000","0.000","0.000","18.400","0.830","1022.100","","-99.000","-99.000","-99.000","-99.000","18.700","","17.500",""
"C0S940","2020-02-24 08:00:00","150.000","351.000","0.500","19.300","0.930","1007.100","","0.000","-99.000","-99.000","-99.000","19.300","","17.700",""
"C0X250","2020-02-24 08:00:00","33.000","31.000","1.700","18.100","0.960","1018.700","","0.000","-99.000","-99.000","-99.000","18.600","","16.600",""
"C0K520","2020-02-24 08:00:00","10.000","100.000","0.500","18.600","0.910","1020.500","","0.000","-99.000","-99.000","-99.000","18.600","","17.100",""
"C0Z200","2020-02-24 08:00:00","153.000","0.000","0.100","17.900","0.990","1008.000","","0.500","-99.000","-99.000","-99.000","17.900","","17.000",""
"C0V740","2020-02-24 08:00:00","60.000","341.000","1.500","17.300","0.980","1016.500","","0.000","-99.000","-99.000","-99.000","18.200","","15.800",""
"C0V790","2020-02-24 08:00:00","410.000","38.000","2.600","17.200","0.640","974.100","","0.000","-99.000","-99.000","-99.000","17.200","","14.600",""
"C0G860","2020-02-24 08:00:00","45.000","132.000","0.900","18.400","0.930","1016.100","","0.000","-99.000","-99.000","-99.000","18.500","","17.000",""
"C0Z250","2020-02-24 08:00:00","1124.000","0.000","0.200","14.100","0.990","898.800","","0.000","-99.000","-99.000","-99.000","14.100","","12.200",""
"C0K440","2020-02-24 08:00:00","35.000","0.000","0.000","19.300","0.930","1018.700","","0.000","-99.000","-99.000","-99.000","19.300","","16.800",""
"C0T900","2020-02-24 08:00:00","160.000","0.000","0.000","17.800","0.950","1004.800","","0.000","-99.000","-99.000","-99.000","17.800","","16.400",""
"C0F9V0","2020-02-24 08:00:00","525.000","268.000","0.900","20.000","0.630","962.400","","0.000","-99.000","-99.000","-99.000","20.000","","15.300",""
"C0UA20","2020-02-24 08:00:00","2619.000","208.000","1.500","8.100","0.270","-99.000","","0.000","-99.000","-99.000","-99.000","10.100","","5.900",""
"C0M850","2020-02-24 08:00:00","695.000","0.000","0.000","16.900","0.780","942.700","","0.000","-99.000","-99.000","-99.000","16.900","","14.200",""
"C0C620","2020-02-24 08:00:00","19.000","290.000","0.400","21.000","0.810","1018.700","","0.000","-99.000","-99.000","-99.000","21.000","","17.800",""
"C0I360","2020-02-24 08:00:00","300.000","1.000","1.300","17.200","0.800","986.700","","0.000","-99.000","-99.000","-99.000","18.100","","16.000",""
"C0M810","2020-02-24 08:00:00","1354.000","0.000","0.000","14.100","0.660","872.700","","0.000","-99.000","-99.000","-99.000","14.100","","12.000",""
"C0AC80","2020-02-24 08:00:00","40.000","84.000","3.900","21.800","0.720","1017.200","","0.000","-99.000","-99.000","-99.000","21.800","","20.400",""
"CM0140","2020-02-24 08:00:00","26.000","36.000","0.600","20.700","0.790","1022.200","","0.500","-99.000","-99.000","-99.000","20.700","","19.500",""
"C0SA20","2020-02-24 08:00:00","857.000","29.000","2.100","14.600","1.000","927.800","","0.000","-99.000","-99.000","-99.000","14.600","","13.800",""
"C0K490","2020-02-24 08:00:00","91.000","0.000","0.000","18.000","0.880","1011.800","","0.000","-99.000","-99.000","-99.000","18.000","","15.500",""
"C0V820","2020-02-24 08:00:00","441.000","40.000","1.500","17.400","0.770","974.000","","0.000","-99.000","-99.000","-99.000","17.400","","12.400",""
"C0S810","2020-02-24 08:00:00","65.000","18.000","0.400","19.000","0.920","1019.900","","0.000","-99.000","-99.000","-99.000","19.000","","18.300",""
"C0R580","2020-02-24 08:00:00","10.000","359.000","1.300","19.400","0.920","1021.200","","0.000","-99.000","-99.000","-99.000","19.400","","17.600",""
"C0Z330","2020-02-24 08:00:00","488.000","0.000","0.000","17.200","0.990","970.500","","0.000","-99.000","-99.000","-99.000","17.200","","15.500",""
"C0E590","2020-02-24 08:00:00","40.000","113.000","1.000","17.000","0.990","1016.900","","0.000","-99.000","-99.000","-99.000","17.000","","14.100",""
"C0D540","2020-02-24 08:00:00","227.000","0.000","0.200","17.900","0.780","996.700","","0.000","-99.000","-99.000","-99.000","17.900","","14.100",""
"C0K420","2020-02-24 08:00:00","42.000","162.000","0.500","18.300","0.880","1017.500","","0.000","-99.000","-99.000","-99.000","18.300","","16.500",""
"C0Z180","2020-02-24 08:00:00","34.000","188.000","1.000","18.600","0.900","1021.000","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0AD10","2020-02-24 08:00:00","27.000","117.000","5.500","22.000","0.680","1018.100","","0.000","11.500","131.000","","22.000","","21.000",""
"C0M720","2020-02-24 08:00:00","225.000","132.000","0.500","18.800","0.780","996.300","","0.000","-99.000","-99.000","-99.000","18.800","","16.100",""
"C0V450","2020-02-24 08:00:00","51.000","42.000","1.400","19.500","0.990","1016.200","","0.000","-99.000","-99.000","-99.000","19.500","","17.300",""
"C0R280","2020-02-24 08:00:00","242.000","66.000","2.000","18.800","0.970","995.500","","0.500","-99.000","-99.000","-99.000","19.400","","18.700",""
"C0E610","2020-02-24 08:00:00","850.000","0.000","0.000","17.000","0.550","927.000","","0.000","-99.000","-99.000","-99.000","17.000","","15.400",""
"C0V610","2020-02-24 08:00:00","22.000","80.000","1.100","17.900","0.920","1019.600","","0.000","-99.000","-99.000","-99.000","19.200","","17.000",""
"C0Z310","2020-02-24 08:00:00","59.000","5.000","0.800","19.500","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","19.500","","17.800",""
"C0S700","2020-02-24 08:00:00","507.000","38.000","0.400","17.300","0.900","967.800","","0.000","-99.000","-99.000","-99.000","17.300","","15.900",""
"C0T9G0","2020-02-24 08:00:00","605.000","45.000","0.400","16.100","0.990","957.500","","0.000","-99.000","-99.000","-99.000","16.100","","15.100",""
"C0U520","2020-02-24 08:00:00","517.000","0.000","0.200","16.200","0.990","967.200","","0.500","-99.000","-99.000","-99.000","16.200","","15.400",""
"C0G660","2020-02-24 08:00:00","27.000","0.000","0.000","18.100","0.990","1020.900","","0.000","-99.000","-99.000","-99.000","18.400","","15.600",""
"C0W140","2020-02-24 08:00:00","21.000","0.000","0.000","16.500","0.740","1022.300","","0.000","-99.000","-99.000","-99.000","16.500","","14.000",""
"C0U720","2020-02-24 08:00:00","1260.000","219.000","1.200","13.700","1.000","894.800","","0.000","-99.000","-99.000","-99.000","13.700","","9.400",""
"C0R690","2020-02-24 08:00:00","248.000","69.000","2.500","20.800","0.810","993.600","","0.000","8.700","84.000","","20.800","","19.100",""
"C0X150","2020-02-24 08:00:00","18.000","29.000","1.600","18.400","0.970","1022.100","","0.000","-99.000","-99.000","-99.000","18.400","","17.300",""
"C0Z050","2020-02-24 08:00:00","830.000","0.000","0.000","15.200","0.890","932.500","","0.000","-99.000","-99.000","-99.000","15.200","","13.700",""
"C0I490","2020-02-24 08:00:00","1601.000","199.000","1.100","14.200","0.580","848.200","","0.000","-99.000","-99.000","-99.000","14.500","","10.000",""
"C0I090","2020-02-24 08:00:00","910.000","254.000","0.700","15.800","0.840","920.100","","0.000","-99.000","-99.000","-99.000","16.400","","13.400",""
"C0X240","2020-02-24 08:00:00","394.000","122.000","0.400","17.400","0.890","977.700","","0.000","-99.000","-99.000","-99.000","17.400","","14.100",""
"C0S990","2020-02-24 08:00:00","409.000","17.000","3.200","17.400","1.000","977.800","","1.000","-99.000","-99.000","-99.000","18.400","","17.400",""
"C0E850","2020-02-24 08:00:00","104.000","0.000","0.000","16.000","0.920","1009.800","","0.000","-99.000","-99.000","-99.000","16.000","","13.700",""
"C0T9B0","2020-02-24 08:00:00","558.000","131.000","0.600","16.400","0.970","961.700","","0.500","-99.000","-99.000","-99.000","16.400","","15.400",""
"C0G650","2020-02-24 08:00:00","34.000","63.000","0.300","18.500","0.990","1018.400","","0.000","-99.000","-99.000","-99.000","18.500","","15.900",""
"C0K580","2020-02-24 08:00:00","26.000","0.000","0.200","18.600","0.990","1021.100","","0.000","-99.000","-99.000","-99.000","18.600","","15.600",""
"C0X050","2020-02-24 08:00:00","25.000","0.000","0.000","17.900","0.970","1018.600","","0.000","-99.000","-99.000","-99.000","17.900","","15.300",""
"CM0100","2020-02-24 08:00:00","25.000","142.000","1.800","17.500","0.760","1019.200","","0.000","-99.000","-99.000","-99.000","17.500","","15.200",""
"C0AC70","2020-02-24 08:00:00","71.000","82.000","1.400","21.600","0.740","1013.900","","0.000","8.200","82.000","","21.600","","19.400",""
"C0W110","2020-02-24 08:00:00","16.000","-99.000","-99.000","14.300","0.730","1022.800","","0.000","-99.000","-99.000","-99.000","14.300","","13.100",""
"C0R670","2020-02-24 08:00:00","26.000","72.000","4.100","22.600","0.700","1020.000","","0.000","12.000","68.000","","22.600","","21.700",""
"C0X120","2020-02-24 08:00:00","28.000","1.000","1.700","18.000","0.970","1020.500","","0.000","-99.000","-99.000","-99.000","18.500","","17.500",""
"C0C700","2020-02-24 08:00:00","151.000","127.000","1.100","18.800","0.810","1004.900","","0.000","-99.000","-99.000","-99.000","18.800","","17.200",""
"CM0190","2020-02-24 08:00:00","280.000","0.000","0.200","18.000","0.760","991.600","","0.000","-99.000","-99.000","-99.000","18.000","","13.700",""
"C0W130","2020-02-24 08:00:00","18.000","17.000","3.700","20.100","0.790","1019.300","","0.000","-99.000","-99.000","-99.000","20.100","","19.100",""
"C0F9R0","2020-02-24 08:00:00","20.000","0.000","0.000","17.900","1.000","1021.200","","0.000","-99.000","-99.000","-99.000","18.400","","16.900",""
"C0V660","2020-02-24 08:00:00","25.000","202.000","0.700","19.300","0.860","1020.500","","0.000","-99.000","-99.000","-99.000","19.400","","17.500",""
"C0G780","2020-02-24 08:00:00","27.000","131.000","0.800","18.400","0.920","1019.100","","0.000","-99.000","-99.000","-99.000","18.900","","17.300",""
"C0C590","2020-02-24 08:00:00","72.000","205.000","0.800","18.700","0.840","1013.100","","0.000","-99.000","-99.000","-99.000","18.700","","14.900",""
"C0I520","2020-02-24 08:00:00","3860.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M790","2020-02-24 08:00:00","15.000","76.000","0.500","17.900","0.890","1019.800","","0.000","-99.000","-99.000","-99.000","18.300","","16.800",""
"C0R130","2020-02-24 08:00:00","1040.000","78.000","3.000","18.600","0.460","904.200","","0.000","-99.000","-99.000","-99.000","18.600","","15.400",""
"C0AH30","2020-02-24 08:00:00","755.000","147.000","9.200","16.200","1.000","936.800","","2.000","-99.000","-99.000","-99.000","16.200","","15.400",""
"C0X170","2020-02-24 08:00:00","50.000","52.000","1.200","18.300","0.950","1016.100","","0.000","-99.000","-99.000","-99.000","18.300","","15.700",""
"C0K291","2020-02-24 08:00:00","8.000","32.000","1.200","19.100","0.950","1021.900","","0.000","-99.000","-99.000","-99.000","19.100","","17.700",""
"C0D480","2020-02-24 08:00:00","223.000","0.000","0.000","15.600","0.970","995.300","","0.000","-99.000","-99.000","-99.000","15.600","","13.300",""
"C0U860","2020-02-24 08:00:00","5.000","244.000","0.700","18.900","1.000","1023.900","","7.000","-99.000","-99.000","-99.000","18.900","","18.400",""
"C0UA50","2020-02-24 08:00:00","808.000","197.000","0.500","14.400","1.000","932.100","","13.500","7.800","124.000","","14.500","","14.300",""
"C0X320","2020-02-24 08:00:00","30.000","50.000","0.900","18.400","0.900","1018.300","","0.000","-99.000","-99.000","-99.000","18.400","","14.900",""
"C0T960","2020-02-24 08:00:00","120.000","0.000","0.000","18.000","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","18.200","","17.100",""
"C0SA80","2020-02-24 08:00:00","136.000","0.000","0.000","18.300","0.970","1008.800","","0.500","-99.000","-99.000","-99.000","18.300","","17.100",""
"C0F9Q0","2020-02-24 08:00:00","149.000","133.000","1.400","17.900","0.840","1004.300","","0.000","-99.000","-99.000","-99.000","17.900","","15.500",""
"C0F9X0","2020-02-24 08:00:00","166.000","97.000","0.300","18.600","0.940","1003.000","","0.000","-99.000","-99.000","-99.000","18.600","","16.800",""
"C0F0D0","2020-02-24 08:00:00","3171.000","163.000","2.900","12.200","0.110","702.500","","0.000","-99.000","-99.000","-99.000","12.200","","6.000",""
"C0S730","2020-02-24 08:00:00","110.000","63.000","2.800","21.400","0.800","1011.700","","0.000","-99.000","-99.000","-99.000","21.400","","19.500",""
"C0T790","2020-02-24 08:00:00","2830.000","0.000","0.000","16.500","0.160","731.700","","0.000","-99.000","-99.000","-99.000","16.500","","8.000",""
"C0M830","2020-02-24 08:00:00","540.000","67.000","0.400","14.400","0.840","962.000","","0.000","-99.000","-99.000","-99.000","15.700","","13.100",""
"C0V750","2020-02-24 08:00:00","50.000","50.000","1.200","19.800","0.860","1017.600","","0.000","-99.000","-99.000","-99.000","19.800","","17.400",""
"C0K530","2020-02-24 08:00:00","12.000","0.000","0.000","18.500","0.940","1021.200","","0.000","-99.000","-99.000","-99.000","19.000","","17.400",""
"C0M780","2020-02-24 08:00:00","30.000","0.000","0.200","18.200","0.920","1019.500","","0.000","-99.000","-99.000","-99.000","18.200","","16.500",""
"C0V360","2020-02-24 08:00:00","94.000","0.000","0.100","16.500","0.980","1011.100","","0.000","-99.000","-99.000","-99.000","16.500","","12.900",""
"C0K510","2020-02-24 08:00:00","10.000","94.000","0.500","18.500","0.910","1020.700","","0.000","-99.000","-99.000","-99.000","18.500","","17.200",""
"C0D650","2020-02-24 08:00:00","97.000","189.000","1.000","17.800","0.860","1010.900","","0.000","-99.000","-99.000","-99.000","17.800","","16.200",""
"C0V630","2020-02-24 08:00:00","19.000","37.000","1.200","18.900","0.930","1022.300","","0.000","-99.000","-99.000","-99.000","19.200","","17.800",""
"C0U910","2020-02-24 08:00:00","17.000","0.000","0.200","17.600","0.990","1022.200","","3.500","-99.000","-99.000","-99.000","17.700","","17.500",""
"C0U600","2020-02-24 08:00:00","10.000","53.000","0.300","19.000","0.990","1022.700","","4.500","-99.000","-99.000","-99.000","19.000","","17.900",""
"C0G820","2020-02-24 08:00:00","29.000","0.000","0.000","18.300","0.970","1019.400","","0.000","-99.000","-99.000","-99.000","18.300","","15.300",""
"C0R590","2020-02-24 08:00:00","72.000","10.000","1.000","18.000","0.990","1013.800","","0.000","-99.000","-99.000","-99.000","18.700","","16.400",""
"C0A9E0","2020-02-24 08:00:00","26.000","90.000","1.300","22.000","0.690","1019.800","","0.000","-99.000","-99.000","-99.000","22.000","","20.300",""
"C0R480","2020-02-24 08:00:00","57.000","9.000","0.800","18.200","0.860","1016.000","","0.000","-99.000","-99.000","-99.000","18.200","","16.300",""
"C0X300","2020-02-24 08:00:00","70.000","58.000","0.500","17.000","0.950","1014.300","","0.000","-99.000","-99.000","-99.000","17.000","","15.000",""
"C0U970","2020-02-24 08:00:00","7.000","0.000","0.000","18.500","0.970","1024.500","","6.000","-99.000","-99.000","-99.000","18.500","","18.000",""
"C0R340","2020-02-24 08:00:00","230.000","26.000","2.700","19.000","0.940","996.300","","0.000","-99.000","-99.000","-99.000","19.100","","18.200",""
"C0M750","2020-02-24 08:00:00","10.000","52.000","1.300","18.800","0.940","1021.200","","0.000","-99.000","-99.000","-99.000","18.800","","17.800",""
"C0I110","2020-02-24 08:00:00","161.000","118.000","0.800","17.900","0.860","1004.600","","0.000","-99.000","-99.000","-99.000","17.900","","15.800",""
"C0V370","2020-02-24 08:00:00","74.000","0.000","0.100","16.600","1.000","1014.400","","0.000","-99.000","-99.000","-99.000","16.600","","14.400",""
"C0C690","2020-02-24 08:00:00","242.000","146.000","1.600","20.000","0.700","993.900","","0.000","-99.000","-99.000","-99.000","20.000","","17.600",""
"C0A540","2020-02-24 08:00:00","401.000","111.000","2.700","16.700","0.990","976.500","","12.000","-99.000","-99.000","-99.000","16.800","","16.400",""
"C0SA60","2020-02-24 08:00:00","6.000","29.000","0.800","19.900","0.810","1023.300","","0.000","-99.000","-99.000","-99.000","20.000","","19.100",""
"C0H950","2020-02-24 08:00:00","192.000","0.000","0.000","15.400","0.990","1000.400","","0.000","-99.000","-99.000","-99.000","15.400","","12.800",""
"C0O960","2020-02-24 08:00:00","112.000","0.000","0.000","17.700","0.910","1009.300","","0.000","-99.000","-99.000","-99.000","17.700","","15.700",""
"C0E880","2020-02-24 08:00:00","507.000","238.000","1.100","18.100","0.950","963.700","","0.000","-99.000","-99.000","-99.000","19.100","","15.300",""
"C0AH10","2020-02-24 08:00:00","30.000","108.000","2.200","22.400","0.890","1018.200","","0.000","-99.000","-99.000","-99.000","22.400","","20.600",""
"C0R680","2020-02-24 08:00:00","13.000","70.000","7.700","24.000","0.730","1021.500","","0.000","14.300","80.000","","24.000","","21.400",""
"C0X210","2020-02-24 08:00:00","38.000","97.000","0.400","18.200","0.930","1016.400","","0.000","-99.000","-99.000","-99.000","18.200","","15.500",""
"C0D430","2020-02-24 08:00:00","87.000","0.000","0.000","14.400","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","14.400","","12.000",""
"C0AD30","2020-02-24 08:00:00","20.000","85.000","2.800","22.200","0.680","1017.900","","0.000","-99.000","-99.000","-99.000","22.200","","20.700",""
"C0R240","2020-02-24 08:00:00","87.000","86.000","0.400","19.300","0.770","1011.700","","0.000","-99.000","-99.000","-99.000","19.300","","15.800",""
"C0AI30","2020-02-24 08:00:00","26.000","71.000","4.600","21.500","0.810","1020.000","","0.000","-99.000","-99.000","-99.000","21.500","","20.400",""
"C0U960","2020-02-24 08:00:00","1885.000","220.000","1.700","10.200","0.930","820.900","","0.000","-99.000","-99.000","-99.000","10.200","","6.000",""
"C0T9E0","2020-02-24 08:00:00","415.000","0.000","0.000","16.500","0.980","978.000","","4.000","-99.000","-99.000","-99.000","16.500","","16.000",""
"C0D550","2020-02-24 08:00:00","1956.000","155.000","0.700","11.300","0.740","817.100","","0.000","-99.000","-99.000","-99.000","11.500","","7.600",""
"C0C630","2020-02-24 08:00:00","209.000","134.000","0.500","18.800","0.720","997.900","","0.000","-99.000","-99.000","-99.000","18.800","","15.700",""
"C0A560","2020-02-24 09:00:00","405.000","0.000","0.100","17.400","0.950","977.600","","0.000","-99.000","-99.000","-99.000","17.400","","14.500",""
"C0X190","2020-02-24 09:00:00","10.000","16.000","2.700","20.100","0.860","1021.400","","0.000","-99.000","-99.000","-99.000","20.100","","18.000",""
"C0S950","2020-02-24 09:00:00","415.000","26.000","0.900","18.600","0.900","976.800","","0.000","-99.000","-99.000","-99.000","18.600","","16.500",""
"C0A880","2020-02-24 09:00:00","6.000","180.000","1.800","18.800","0.950","1022.200","","5.500","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0I530","2020-02-24 09:00:00","3014.000","-99.000","-99.000","13.700","0.120","707.000","","0.000","-99.000","-99.000","-99.000","13.700","","8.000",""
"C0M670","2020-02-24 09:00:00","43.000","27.000","1.300","19.100","0.870","1017.400","","0.000","-99.000","-99.000","-99.000","19.100","","16.100",""
"C0Z061","2020-02-24 09:00:00","174.000","295.000","0.600","19.300","0.990","1008.100","","0.000","-99.000","-99.000","-99.000","19.300","","17.200",""
"C0M730","2020-02-24 09:00:00","40.000","0.000","0.000","22.300","0.710","1017.500","","0.000","-99.000","-99.000","-99.000","22.300","","16.300",""
"C0U750","2020-02-24 09:00:00","398.000","189.000","5.500","16.100","1.000","977.700","","0.000","-99.000","-99.000","-99.000","16.600","","15.500",""
"C0A650","2020-02-24 09:00:00","287.000","14.000","0.500","19.700","0.880","990.200","","0.000","-99.000","-99.000","-99.000","19.700","","16.600",""
"C0K400","2020-02-24 09:00:00","65.000","360.000","0.300","19.400","0.920","1016.000","","0.000","-99.000","-99.000","-99.000","19.400","","15.900",""
"C0I370","2020-02-24 09:00:00","671.000","0.000","0.000","19.000","0.670","947.000","","0.000","-99.000","-99.000","-99.000","19.000","","12.300",""
"C0S750","2020-02-24 09:00:00","2280.000","124.000","0.500","9.900","0.860","780.300","","0.000","-99.000","-99.000","-99.000","9.900","","1.500",""
"C0R650","2020-02-24 09:00:00","29.000","31.000","1.300","21.800","0.880","1020.300","","0.000","-99.000","-99.000","-99.000","21.800","","16.600",""
"C0E740","2020-02-24 09:00:00","27.000","230.000","0.700","19.700","0.870","1014.300","","0.000","-99.000","-99.000","-99.000","19.900","","12.700",""
"C0AI20","2020-02-24 09:00:00","25.000","85.000","4.100","22.800","0.660","1019.300","","0.000","-99.000","-99.000","-99.000","22.800","","19.200",""
"C0E550","2020-02-24 09:00:00","84.000","291.000","0.600","19.300","0.820","1013.500","","0.000","-99.000","-99.000","-99.000","19.300","","13.600",""
"C0X060","2020-02-24 09:00:00","19.000","14.000","2.200","20.800","0.830","1022.300","","0.000","-99.000","-99.000","-99.000","20.800","","14.600",""
"C0R510","2020-02-24 09:00:00","31.000","65.000","1.200","22.300","0.730","1019.400","","0.000","-99.000","-99.000","-99.000","22.300","","17.600",""
"C0AC60","2020-02-24 09:00:00","55.000","0.000","0.000","21.700","0.730","1016.100","","0.000","-99.000","-99.000","-99.000","21.700","","15.900",""
