"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X190","2020-02-24 00:00:00","10.000","17.000","2.900","18.900","0.880","1021.300","","0.000","-99.000","-99.000","-99.000","24.300","","17.200",""
"C0S950","2020-02-24 00:00:00","415.000","18.000","0.800","16.700","0.990","977.300","","1.000","-99.000","-99.000","-99.000","20.200","","16.300",""
"C0A880","2020-02-24 00:00:00","6.000","178.000","1.900","18.000","0.950","1022.700","","1.000","-99.000","-99.000","-99.000","19.500","","17.200",""
"C0I530","2020-02-24 00:00:00","3014.000","-99.000","-99.000","9.800","0.020","706.800","","0.000","-99.000","-99.000","-99.000","10.800","","1.100",""
"C0M670","2020-02-24 00:00:00","43.000","0.000","0.000","18.200","0.870","1017.200","","0.000","-99.000","-99.000","-99.000","25.400","","15.900",""
"C0Z061","2020-02-24 00:00:00","174.000","0.000","0.000","17.600","0.990","1008.600","","2.500","-99.000","-99.000","-99.000","20.100","","17.200",""
"C0M730","2020-02-24 00:00:00","40.000","0.000","0.000","19.000","0.860","1017.300","","0.000","-99.000","-99.000","-99.000","27.700","","17.700",""
"C0U750","2020-02-24 00:00:00","398.000","149.000","5.100","15.700","1.000","978.200","","1.000","-99.000","-99.000","-99.000","16.000","","13.500",""
"C0A650","2020-02-24 00:00:00","287.000","0.000","0.000","16.800","0.990","991.200","","1.000","-99.000","-99.000","-99.000","17.000","","13.000",""
"C0K400","2020-02-24 00:00:00","65.000","0.000","0.000","18.200","0.990","1015.700","","0.000","-99.000","-99.000","-99.000","25.300","","15.800",""
"C0I370","2020-02-24 00:00:00","671.000","0.000","0.000","16.200","0.910","947.400","","0.000","-99.000","-99.000","-99.000","25.500","","10.800",""
"C0S750","2020-02-24 00:00:00","2280.000","273.000","0.800","4.800","1.000","780.300","","4.000","-99.000","-99.000","-99.000","13.600","","4.100",""
"C0R650","2020-02-24 00:00:00","29.000","63.000","0.800","18.400","0.990","1020.200","","0.000","-99.000","-99.000","-99.000","26.400","","17.600",""
"C0E740","2020-02-24 00:00:00","27.000","0.000","0.000","15.400","1.000","1013.900","","0.000","-99.000","-99.000","-99.000","26.400","","14.500",""
"C0AI20","2020-02-24 00:00:00","25.000","69.000","5.200","19.500","0.800","1020.300","","0.000","-99.000","-99.000","-99.000","19.500","","16.700",""
"C0E550","2020-02-24 00:00:00","84.000","0.000","0.000","15.200","0.990","1012.800","","0.000","-99.000","-99.000","-99.000","25.200","","14.900",""
"C0X060","2020-02-24 00:00:00","19.000","7.000","1.400","17.400","0.930","1022.100","","0.000","-99.000","-99.000","-99.000","26.300","","15.500",""
"C0R510","2020-02-24 00:00:00","31.000","105.000","0.800","19.400","0.870","1019.300","","0.000","-99.000","-99.000","-99.000","27.100","","18.000",""
"C0AC60","2020-02-24 00:00:00","55.000","125.000","1.000","19.400","0.870","1016.400","","1.000","-99.000","-99.000","-99.000","21.600","","16.100",""
"C0UA70","2020-02-24 00:00:00","547.000","149.000","2.700","15.400","0.990","962.200","","2.000","-99.000","-99.000","-99.000","15.500","","11.100",""
"C0G740","2020-02-24 00:00:00","24.000","25.000","1.100","18.600","0.900","1020.100","","0.000","-99.000","-99.000","-99.000","22.700","","16.600",""
"C0F9N0","2020-02-24 00:00:00","75.000","120.000","0.400","18.800","0.850","1013.700","","0.000","-99.000","-99.000","-99.000","26.800","","16.800",""
"C0F9T0","2020-02-24 00:00:00","111.000","57.000","0.300","18.600","0.870","1009.100","","0.000","-99.000","-99.000","-99.000","24.700","","16.100",""
"C0S710","2020-02-24 00:00:00","382.000","343.000","1.600","15.600","0.990","982.600","","1.000","-99.000","-99.000","-99.000","19.300","","15.600",""
"C0M680","2020-02-24 00:00:00","37.000","344.000","0.800","18.400","0.950","1020.000","","0.000","-99.000","-99.000","-99.000","25.500","","17.300",""
"C0X220","2020-02-24 00:00:00","26.000","39.000","2.100","18.300","0.890","1019.600","","0.000","-99.000","-99.000","-99.000","23.000","","16.300",""
"C0R560","2020-02-24 00:00:00","22.000","40.000","1.200","19.300","0.880","1020.500","","0.000","-99.000","-99.000","-99.000","26.200","","17.900",""
"C0F9P0","2020-02-24 00:00:00","26.000","72.000","2.400","18.000","0.930","1020.200","","0.000","-99.000","-99.000","-99.000","22.800","","16.500",""
"C0O970","2020-02-24 00:00:00","71.000","96.000","0.600","17.200","0.940","1014.700","","0.000","-99.000","-99.000","-99.000","28.100","","15.800",""
"C0F0B0","2020-02-24 00:00:00","311.000","0.000","0.100","16.300","0.950","986.800","","0.000","-99.000","-99.000","-99.000","24.200","","13.700",""
"C0R700","2020-02-24 00:00:00","19.000","52.000","2.400","22.600","0.640","1020.500","","0.000","8.000","38.000","","24.100","","19.000",""
"C0R620","2020-02-24 00:00:00","34.000","68.000","3.400","22.600","0.800","1019.600","","18.000","10.100","78.000","","22.700","","20.300",""
"C0C660","2020-02-24 00:00:00","176.000","126.000","1.000","18.300","0.850","1002.400","","0.000","-99.000","-99.000","-99.000","21.300","","15.700",""
"C0SA10","2020-02-24 00:00:00","411.000","351.000","0.800","16.600","0.960","978.300","","1.000","-99.000","-99.000","-99.000","21.500","","16.000",""
"C0M740","2020-02-24 00:00:00","15.000","0.000","0.200","18.000","0.920","1020.200","","0.000","-99.000","-99.000","-99.000","24.300","","17.100",""
"C0K460","2020-02-24 00:00:00","60.000","19.000","1.200","18.600","0.900","1014.700","","0.000","-99.000","-99.000","-99.000","24.800","","15.900",""
"C0X100","2020-02-24 00:00:00","10.000","350.000","1.900","19.300","0.930","1019.900","","0.000","-99.000","-99.000","-99.000","24.900","","17.800",""
"C0K560","2020-02-24 00:00:00","117.000","145.000","0.700","16.300","0.950","1009.700","","0.000","-99.000","-99.000","-99.000","26.600","","15.500",""
"C0R150","2020-02-24 00:00:00","105.000","73.000","1.500","18.200","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","28.000","","16.800",""
"C0S690","2020-02-24 00:00:00","522.000","24.000","1.400","16.700","0.930","965.400","","4.500","-99.000","-99.000","-99.000","18.500","","15.800",""
"C0U870","2020-02-24 00:00:00","474.000","90.000","1.500","15.800","0.990","971.200","","7.000","-99.000","-99.000","-99.000","15.900","","11.700",""
"C0A520","2020-02-24 00:00:00","48.000","32.000","1.500","20.000","0.830","1017.600","","0.000","-99.000","-99.000","-99.000","21.000","","16.600",""
"C0X130","2020-02-24 00:00:00","27.000","25.000","1.200","19.600","0.890","1019.000","","0.000","-99.000","-99.000","-99.000","26.600","","17.800",""
"C0V400","2020-02-24 00:00:00","56.000","67.000","0.900","18.700","0.930","1015.500","","0.000","-99.000","-99.000","-99.000","24.600","","16.100",""
"C0UA40","2020-02-24 00:00:00","1121.000","209.000","4.900","13.000","0.990","898.700","","15.500","-99.000","-99.000","-99.000","13.100","","9.000",""
"C0G720","2020-02-24 00:00:00","50.000","357.000","0.700","18.100","0.900","1016.500","","0.000","-99.000","-99.000","-99.000","24.200","","15.500",""
"C0G890","2020-02-24 00:00:00","24.000","51.000","1.600","18.800","1.000","1019.400","","0.000","-99.000","-99.000","-99.000","23.000","","16.600",""
"C0I540","2020-02-24 00:00:00","3344.000","-99.000","-99.000","7.500","0.090","688.100","","-99.000","-99.000","-99.000","-99.000","9.900","","3.900",""
"C0K390","2020-02-24 00:00:00","31.000","30.000","0.400","18.400","0.910","1019.100","","0.000","-99.000","-99.000","-99.000","24.300","","16.100",""
"C0T9A0","2020-02-24 00:00:00","498.000","217.000","0.600","15.200","0.990","968.500","","3.000","-99.000","-99.000","-99.000","15.500","","13.900",""
"C0AH40","2020-02-24 00:00:00","426.000","272.000","2.000","18.000","0.930","973.400","","0.000","-99.000","-99.000","-99.000","18.000","","13.900",""
"C0X280","2020-02-24 00:00:00","22.000","33.000","2.000","18.500","0.910","1020.400","","0.000","-99.000","-99.000","-99.000","22.800","","16.300",""
"C0V620","2020-02-24 00:00:00","18.000","17.000","1.100","19.200","0.850","1020.400","","0.000","-99.000","-99.000","-99.000","23.100","","16.600",""
"C0H960","2020-02-24 00:00:00","120.000","207.000","0.700","18.400","0.970","1007.600","","0.000","-99.000","-99.000","-99.000","27.000","","15.900",""
"C0M530","2020-02-24 00:00:00","1385.000","63.000","0.700","11.600","0.800","875.500","","0.000","-99.000","-99.000","-99.000","18.800","","10.100",""
"C0R170","2020-02-24 00:00:00","26.000","26.000","0.300","18.600","1.000","1019.800","","0.000","-99.000","-99.000","-99.000","27.200","","16.800",""
"C0I420","2020-02-24 00:00:00","305.000","0.000","0.000","16.500","0.900","987.700","","0.000","-99.000","-99.000","-99.000","26.100","","13.600",""
"C0A640","2020-02-24 00:00:00","241.000","0.000","0.000","17.900","0.870","997.900","","0.500","-99.000","-99.000","-99.000","18.100","","13.800",""
"C0A930","2020-02-24 00:00:00","216.000","137.000","1.700","18.100","0.930","997.600","","0.500","-99.000","-99.000","-99.000","18.200","","14.800",""
"C0AC40","2020-02-24 00:00:00","1079.000","94.000","3.200","12.600","0.990","900.800","","2.000","9.300","113.000","","12.600","","7.800",""
"C0AI00","2020-02-24 00:00:00","188.000","48.000","1.700","18.100","0.910","1002.300","","0.000","-99.000","-99.000","-99.000","21.800","","15.400",""
"C0T9M0","2020-02-24 00:00:00","92.000","313.000","2.000","17.800","0.990","1016.600","","13.000","-99.000","-99.000","-99.000","20.100","","17.100",""
"C0S960","2020-02-24 00:00:00","32.000","298.000","1.900","20.400","0.780","1021.000","","7.000","-99.000","-99.000","-99.000","22.000","","18.600",""
"C0K430","2020-02-24 00:00:00","30.000","335.000","0.600","17.900","0.990","1020.200","","0.000","-99.000","-99.000","-99.000","23.300","","16.600",""
"C0Z170","2020-02-24 00:00:00","199.000","0.000","0.200","18.400","0.960","1004.200","","0.000","-99.000","-99.000","-99.000","20.300","","17.800",""
"C0Z100","2020-02-24 00:00:00","36.000","250.000","0.500","18.200","0.980","1022.900","","0.500","-99.000","-99.000","-99.000","20.600","","17.600",""
"C0U710","2020-02-24 00:00:00","1942.000","112.000","2.800","8.300","0.930","814.700","","10.500","-99.000","-99.000","-99.000","10.500","","4.900",""
"C0SA30","2020-02-24 00:00:00","92.000","356.000","2.000","19.100","0.870","1015.700","","3.500","-99.000","-99.000","-99.000","20.900","","17.800",""
"C0V500","2020-02-24 00:00:00","6.000","25.000","1.100","21.200","0.830","1020.200","","0.000","-99.000","-99.000","-99.000","24.400","","19.100",""
"CM0160","2020-02-24 00:00:00","159.000","0.000","0.000","16.700","0.910","1005.700","","0.000","-99.000","-99.000","-99.000","29.100","","14.100",""
"C0V350","2020-02-24 00:00:00","36.000","261.000","0.500","17.200","0.950","1019.700","","0.000","-99.000","-99.000","-99.000","27.500","","15.800",""
"C0W120","2020-02-24 00:00:00","58.000","-99.000","-99.000","18.300","0.860","1016.700","","0.000","-99.000","-99.000","-99.000","19.600","","18.100",""
"C0R470","2020-02-24 00:00:00","103.000","356.000","1.000","18.400","0.970","1011.200","","0.000","-99.000","-99.000","-99.000","25.900","","16.900",""
"C0M770","2020-02-24 00:00:00","164.000","103.000","0.300","17.500","0.950","1003.100","","0.000","-99.000","-99.000","-99.000","25.200","","15.200",""
"C0S930","2020-02-24 00:00:00","248.000","0.000","0.200","17.500","0.950","997.300","","0.000","-99.000","-99.000","-99.000","21.700","","17.400",""
"C0F9Y0","2020-02-24 00:00:00","3313.000","223.000","1.900","6.800","0.090","691.000","","0.000","-99.000","-99.000","-99.000","14.700","","3.600",""
"C0E790","2020-02-24 00:00:00","344.000","71.000","0.800","17.400","1.000","982.500","","0.000","-99.000","-99.000","-99.000","25.000","","14.500",""
"C0O810","2020-02-24 00:00:00","161.000","25.000","1.000","17.200","0.990","1005.100","","0.000","-99.000","-99.000","-99.000","28.000","","14.900",""
"C0R520","2020-02-24 00:00:00","18.000","59.000","1.500","19.200","0.930","1020.600","","0.000","-99.000","-99.000","-99.000","25.600","","18.400",""
"C0G880","2020-02-24 00:00:00","92.000","60.000","0.800","18.700","0.920","1011.800","","0.000","-99.000","-99.000","-99.000","26.100","","16.300",""
"C0R260","2020-02-24 00:00:00","76.000","0.000","0.200","19.200","0.910","1013.400","","0.000","-99.000","-99.000","-99.000","25.400","","18.000",""
"C0U950","2020-02-24 00:00:00","1012.000","116.000","9.200","13.300","1.000","911.400","","10.500","-99.000","-99.000","-99.000","13.300","","8.300",""
"C0O860","2020-02-24 00:00:00","38.000","0.000","0.000","18.600","0.990","1017.500","","0.000","-99.000","-99.000","-99.000","26.100","","16.900",""
"C0R320","2020-02-24 00:00:00","7.000","66.000","10.400","21.900","0.760","1021.200","","0.500","-99.000","-99.000","-99.000","24.600","","19.400",""
"C0S980","2020-02-24 00:00:00","901.000","290.000","1.600","14.200","1.000","923.100","","18.500","-99.000","-99.000","-99.000","15.200","","13.800",""
"C0X110","2020-02-24 00:00:00","20.000","28.000","2.500","19.700","0.910","1020.500","","0.000","-99.000","-99.000","-99.000","24.600","","17.900",""
"C0V310","2020-02-24 00:00:00","46.000","53.000","0.800","18.500","0.900","1016.400","","0.000","-99.000","-99.000","-99.000","28.200","","17.000",""
"C0G620","2020-02-24 00:00:00","110.000","272.000","1.700","16.300","0.990","1009.500","","0.000","-99.000","-99.000","-99.000","27.800","","14.900",""
"C0AD50","2020-02-24 00:00:00","84.000","88.000","3.900","20.100","0.970","1013.400","","0.500","-99.000","-99.000","-99.000","20.100","","16.000",""
"C0A9A0","2020-02-24 00:00:00","24.000","62.000","2.100","20.600","0.820","1020.700","","0.000","-99.000","-99.000","-99.000","20.700","","16.800",""
"C0O830","2020-02-24 00:00:00","127.000","119.000","0.600","16.800","0.990","1008.300","","0.000","-99.000","-99.000","-99.000","27.500","","14.800",""
"C0S760","2020-02-24 00:00:00","1621.000","0.000","0.000","10.500","1.000","847.700","","0.000","-99.000","-99.000","-99.000","14.600","","8.600",""
"C0X160","2020-02-24 00:00:00","26.000","357.000","1.400","19.600","0.980","1019.900","","0.000","-99.000","-99.000","-99.000","25.100","","17.400",""
"C0C490","2020-02-24 00:00:00","157.000","117.000","1.100","19.000","0.810","1004.100","","0.000","-99.000","-99.000","-99.000","22.300","","15.600",""
"C0F970","2020-02-24 00:00:00","145.000","97.000","1.600","17.500","0.850","1004.800","","0.000","-99.000","-99.000","-99.000","26.000","","15.200",""
"C0R440","2020-02-24 00:00:00","1654.000","51.000","11.400","10.000","1.000","840.200","","15.000","17.200","50.000","","11.100","","9.800",""
"C0M690","2020-02-24 00:00:00","33.000","16.000","0.900","18.200","0.940","1018.000","","0.000","-99.000","-99.000","-99.000","26.300","","16.800",""
"C0V690","2020-02-24 00:00:00","30.000","7.000","1.300","20.600","0.830","1019.500","","0.000","-99.000","-99.000","-99.000","24.000","","18.300",""
"C0Z210","2020-02-24 00:00:00","126.000","0.000","0.000","17.200","0.990","1012.300","","2.500","-99.000","-99.000","-99.000","19.300","","16.900",""
"C0U770","2020-02-24 00:00:00","5.000","342.000","3.000","17.800","0.990","1025.100","","6.000","-99.000","-99.000","-99.000","18.400","","16.500",""
"C0Z080","2020-02-24 00:00:00","298.000","0.000","0.000","16.600","0.990","990.900","","2.500","-99.000","-99.000","-99.000","18.700","","16.200",""
"C0X200","2020-02-24 00:00:00","61.000","0.000","0.000","17.100","0.990","1015.200","","0.000","-99.000","-99.000","-99.000","25.900","","15.600",""
"C0U900","2020-02-24 00:00:00","63.000","0.000","0.000","17.400","0.990","1019.400","","5.500","-99.000","-99.000","-99.000","18.400","","15.400",""
"C0Z230","2020-02-24 00:00:00","31.000","293.000","2.800","18.500","0.870","1022.700","","10.500","-99.000","-99.000","-99.000","18.900","","17.200",""
"C0F9O0","2020-02-24 00:00:00","175.000","0.000","0.200","17.800","1.000","1001.900","","0.000","-99.000","-99.000","-99.000","26.100","","15.600",""
"C0C540","2020-02-24 00:00:00","46.000","97.000","2.900","19.800","0.770","1016.900","","0.000","-99.000","-99.000","-99.000","23.000","","16.200",""
"C0G770","2020-02-24 00:00:00","15.000","48.000","0.900","19.500","0.870","1020.800","","0.000","-99.000","-99.000","-99.000","23.600","","17.400",""
"C0V670","2020-02-24 00:00:00","20.000","17.000","1.700","20.100","0.830","1020.000","","0.000","-99.000","-99.000","-99.000","24.100","","17.600",""
"C0A870","2020-02-24 00:00:00","685.000","108.000","8.000","15.100","1.000","943.500","","0.500","-99.000","-99.000","-99.000","15.200","","10.400",""
"C0R220","2020-02-24 00:00:00","23.000","55.000","1.000","18.500","1.000","1020.100","","0.000","-99.000","-99.000","-99.000","25.700","","17.900",""
"C0Z220","2020-02-24 00:00:00","589.000","251.000","0.700","15.100","1.000","959.100","","10.000","-99.000","-99.000","-99.000","16.300","","13.700",""
"C0D560","2020-02-24 00:00:00","147.000","119.000","0.600","17.000","0.860","1005.900","","0.000","-99.000","-99.000","-99.000","25.400","","15.500",""
"C0I380","2020-02-24 00:00:00","258.000","0.000","0.000","16.600","0.990","992.000","","0.000","-99.000","-99.000","-99.000","26.300","","14.900",""
"C0Z020","2020-02-24 00:00:00","211.000","19.000","2.700","17.400","0.990","1000.200","","0.000","-99.000","-99.000","-99.000","20.000","","16.900",""
"C0Z190","2020-02-24 00:00:00","62.000","0.000","0.000","18.400","1.000","1018.000","","2.500","-99.000","-99.000","-99.000","19.900","","17.600",""
"C0C710","2020-02-24 00:00:00","143.000","131.000","2.000","17.500","0.990","1006.500","","0.000","-99.000","-99.000","-99.000","21.600","","14.900",""
"C0D360","2020-02-24 00:00:00","523.000","0.000","0.200","15.000","0.830","961.400","","0.000","-99.000","-99.000","-99.000","24.200","","13.100",""
"C0C680","2020-02-24 00:00:00","228.000","100.000","3.300","18.100","0.840","994.700","","0.000","-99.000","-99.000","-99.000","18.700","","14.600",""
"C0X140","2020-02-24 00:00:00","17.000","1.000","0.400","18.800","0.910","1020.100","","0.000","-99.000","-99.000","-99.000","26.100","","17.000",""
"C0V710","2020-02-24 00:00:00","34.000","338.000","1.600","21.300","0.780","1018.200","","0.000","-99.000","-99.000","-99.000","24.700","","19.500",""
"C0G840","2020-02-24 00:00:00","32.000","0.000","0.000","17.400","0.990","1018.400","","0.000","-99.000","-99.000","-99.000","25.900","","14.900",""
"C0S890","2020-02-24 00:00:00","238.000","357.000","1.000","18.000","0.930","1001.000","","0.000","-99.000","-99.000","-99.000","21.400","","17.800",""
"C0T820","2020-02-24 00:00:00","550.000","0.000","0.000","15.600","0.920","966.100","","0.500","-99.000","-99.000","-99.000","18.800","","15.300",""
"C0F9I0","2020-02-24 00:00:00","194.000","11.000","0.300","17.400","0.940","999.600","","0.000","-99.000","-99.000","-99.000","23.600","","15.300",""
"C0C650","2020-02-24 00:00:00","208.000","165.000","0.500","16.600","0.910","998.400","","0.000","-99.000","-99.000","-99.000","20.200","","14.500",""
"C0R600","2020-02-24 00:00:00","766.000","283.000","1.100","17.400","0.830","935.200","","0.000","-99.000","-99.000","-99.000","19.600","","16.000",""
"C0Z320","2020-02-24 00:00:00","646.000","0.000","0.200","14.100","1.000","951.500","","0.500","-99.000","-99.000","-99.000","20.500","","13.300",""
"C0V210","2020-02-24 00:00:00","734.000","0.000","0.100","15.300","0.860","940.700","","0.000","-99.000","-99.000","-99.000","24.500","","11.100",""
"C0K240","2020-02-24 00:00:00","1132.000","316.000","0.700","14.600","0.930","899.500","","0.000","-99.000","-99.000","-99.000","21.600","","13.100",""
"C0M520","2020-02-24 00:00:00","15.000","36.000","1.200","17.600","0.920","1020.500","","0.000","-99.000","-99.000","-99.000","24.500","","16.100",""
"C0A530","2020-02-24 00:00:00","300.000","0.000","0.000","17.100","0.990","989.500","","1.000","-99.000","-99.000","-99.000","17.800","","13.400",""
"C0E820","2020-02-24 00:00:00","220.000","178.000","0.700","15.100","0.930","997.400","","0.000","-99.000","-99.000","-99.000","24.900","","14.800",""
"C0K450","2020-02-24 00:00:00","35.000","0.000","0.000","18.600","0.840","1017.900","","0.000","-99.000","-99.000","-99.000","25.200","","15.900",""
"C0G760","2020-02-24 00:00:00","53.000","0.000","0.000","17.500","0.990","1019.100","","0.000","-99.000","-99.000","-99.000","25.800","","14.800",""
"CM0120","2020-02-24 00:00:00","4.000","45.000","3.800","19.800","0.800","1022.200","","0.000","-99.000","-99.000","-99.000","21.800","","17.800",""
"C0Z290","2020-02-24 00:00:00","946.000","0.000","0.000","13.600","1.000","919.100","","12.000","-99.000","-99.000","-99.000","14.100","","12.700",""
"C0V680","2020-02-24 00:00:00","40.000","0.000","0.100","19.300","0.860","1017.600","","0.000","-99.000","-99.000","-99.000","24.800","","16.800",""
"C0F9U0","2020-02-24 00:00:00","74.000","131.000","0.600","20.000","0.830","1013.800","","0.000","-99.000","-99.000","-99.000","26.300","","17.600",""
"C0AI10","2020-02-24 00:00:00","76.000","152.000","3.200","20.800","0.780","1014.100","","1.500","8.800","153.000","","21.100","","16.100",""
"C0V530","2020-02-24 00:00:00","34.000","57.000","0.800","18.300","1.000","1018.300","","0.000","-99.000","-99.000","-99.000","24.600","","15.900",""
"C0R550","2020-02-24 00:00:00","38.000","36.000","1.700","17.100","1.000","1018.900","","0.000","-99.000","-99.000","-99.000","24.200","","16.100",""
"C0F9L0","2020-02-24 00:00:00","253.000","0.000","0.000","17.100","0.920","992.900","","0.000","-99.000","-99.000","-99.000","24.700","","15.900",""
"C0A950","2020-02-24 00:00:00","60.000","166.000","2.400","19.000","0.990","1017.600","","0.500","7.700","145.000","","20.100","","17.700",""
"C0R160","2020-02-24 00:00:00","45.000","41.000","1.000","18.100","0.990","1016.700","","0.000","-99.000","-99.000","-99.000","25.900","","16.800",""
"C0F9S0","2020-02-24 00:00:00","43.000","151.000","0.800","19.100","0.830","1017.900","","0.000","-99.000","-99.000","-99.000","26.100","","16.900",""
"C0M820","2020-02-24 00:00:00","980.000","0.000","0.000","14.100","0.880","913.500","","0.000","-99.000","-99.000","-99.000","20.800","","11.600",""
"C0G870","2020-02-24 00:00:00","12.000","26.000","0.800","18.900","0.870","1022.300","","0.000","-99.000","-99.000","-99.000","22.700","","16.400",""
"C0R530","2020-02-24 00:00:00","16.000","39.000","1.300","19.200","0.800","1020.500","","0.000","-99.000","-99.000","-99.000","22.600","","17.900",""
"C0O840","2020-02-24 00:00:00","134.000","41.000","0.300","17.400","1.000","1005.300","","0.000","-99.000","-99.000","-99.000","24.900","","15.900",""
"C0A660","2020-02-24 00:00:00","97.000","106.000","0.400","18.500","0.870","1012.500","","0.500","-99.000","-99.000","-99.000","18.800","","15.100",""
"C0T9H0","2020-02-24 00:00:00","725.000","0.000","0.000","14.700","0.990","943.700","","0.000","-99.000","-99.000","-99.000","14.800","","13.000",""
"C0R270","2020-02-24 00:00:00","51.000","4.000","1.200","19.800","1.000","1015.400","","0.000","-99.000","-99.000","-99.000","24.600","","18.700",""
"C0O980","2020-02-24 00:00:00","18.000","20.000","0.800","18.200","0.950","1021.700","","0.000","-99.000","-99.000","-99.000","27.300","","16.400",""
"C0T9I0","2020-02-24 00:00:00","152.000","219.000","1.100","17.100","0.970","1009.000","","19.500","-99.000","-99.000","-99.000","18.500","","16.400",""
"C0V760","2020-02-24 00:00:00","30.000","55.000","1.400","19.400","0.970","1019.400","","0.000","-99.000","-99.000","-99.000","24.700","","17.200",""
"C0AG90","2020-02-24 00:00:00","25.000","53.000","1.200","20.500","0.790","1020.800","","0.000","-99.000","-99.000","-99.000","21.300","","17.400",""
"C0R570","2020-02-24 00:00:00","37.000","49.000","1.400","19.300","0.890","1016.900","","0.000","-99.000","-99.000","-99.000","26.400","","17.500",""
"C0O900","2020-02-24 00:00:00","9.000","5.000","1.100","18.600","0.990","1021.800","","0.000","-99.000","-99.000","-99.000","25.800","","17.100",""
"C0AD00","2020-02-24 00:00:00","86.000","22.000","1.700","20.500","0.800","1013.100","","0.000","-99.000","-99.000","-99.000","20.900","","16.500",""
"C0V700","2020-02-24 00:00:00","24.000","16.000","1.200","21.100","0.790","1018.900","","0.000","-99.000","-99.000","-99.000","24.600","","18.600",""
"C0AH00","2020-02-24 00:00:00","38.000","38.000","2.000","20.000","0.900","1019.100","","0.000","-99.000","-99.000","-99.000","20.000","","16.100",""
"C0X080","2020-02-24 00:00:00","2.000","19.000","1.600","-99.000","0.970","1022.300","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G910","2020-02-24 00:00:00","42.000","0.000","0.000","18.100","0.930","1018.600","","0.000","-99.000","-99.000","-99.000","24.700","","15.800",""
"C0I480","2020-02-24 00:00:00","2165.000","229.000","0.500","8.300","0.880","794.700","","0.000","-99.000","-99.000","-99.000","14.500","","4.200",""
"C0A860","2020-02-24 00:00:00","362.000","120.000","0.400","16.800","1.000","982.200","","1.000","-99.000","-99.000","-99.000","16.900","","12.900",""
"C0U940","2020-02-24 00:00:00","25.000","282.000","0.500","16.800","0.990","1023.300","","10.000","-99.000","-99.000","-99.000","17.700","","15.000",""
"C0S970","2020-02-24 00:00:00","19.000","343.000","1.400","21.400","0.740","1022.400","","7.500","-99.000","-99.000","-99.000","21.600","","19.200",""
"C0V260","2020-02-24 00:00:00","126.000","73.000","1.000","16.900","0.990","1008.000","","0.000","-99.000","-99.000","-99.000","27.800","","14.800",""
"C0H990","2020-02-24 00:00:00","3076.000","218.000","2.000","9.200","0.020","710.800","","0.000","-99.000","-99.000","-99.000","11.900","","6.500",""
"C0F9K0","2020-02-24 00:00:00","30.000","91.000","0.700","18.200","0.870","1018.000","","0.000","-99.000","-99.000","-99.000","22.400","","16.100",""
"C0AH90","2020-02-24 00:00:00","660.000","0.000","0.000","14.800","0.990","951.900","","13.000","-99.000","-99.000","-99.000","14.800","","11.100",""
"C0W150","2020-02-24 00:00:00","42.000","80.000","3.800","16.200","0.690","1020.100","","0.000","-99.000","-99.000","-99.000","21.600","","15.200",""
"C0F000","2020-02-24 00:00:00","273.000","125.000","0.600","16.700","1.000","989.100","","0.000","-99.000","-99.000","-99.000","23.200","","14.300",""
"C0K410","2020-02-24 00:00:00","20.000","348.000","0.400","18.300","0.890","1019.400","","0.000","-99.000","-99.000","-99.000","24.000","","17.000",""
"C0R140","2020-02-24 00:00:00","740.000","348.000","1.800","15.500","0.820","940.600","","0.000","-99.000","-99.000","-99.000","20.900","","14.300",""
"C0V800","2020-02-24 00:00:00","256.000","0.000","0.200","17.200","0.940","991.400","","0.000","-99.000","-99.000","-99.000","25.700","","16.600",""
"C0S830","2020-02-24 00:00:00","288.000","350.000","0.600","17.700","0.920","993.800","","2.500","-99.000","-99.000","-99.000","21.800","","17.000",""
"C0S920","2020-02-24 00:00:00","98.000","0.000","0.100","18.500","0.960","1008.900","","6.500","-99.000","-99.000","-99.000","21.200","","18.200",""
"C0V640","2020-02-24 00:00:00","35.000","62.000","1.700","19.300","0.900","1018.600","","0.000","-99.000","-99.000","-99.000","23.700","","16.700",""
"C0AH80","2020-02-24 00:00:00","68.000","97.000","2.400","19.400","0.860","1015.000","","0.000","-99.000","-99.000","-99.000","19.500","","14.900",""
"C0K250","2020-02-24 00:00:00","12.000","0.000","0.200","17.100","0.960","1021.500","","0.000","-99.000","-99.000","-99.000","25.300","","16.100",""
"C0R840","2020-02-24 00:00:00","536.000","56.000","6.500","16.700","-99.000","961.900","","14.500","-99.000","-99.000","-99.000","17.000","","15.900",""
"C0I410","2020-02-24 00:00:00","180.000","0.000","0.000","17.500","0.870","1001.500","","0.000","-99.000","-99.000","-99.000","26.100","","14.500",""
"C0M410","2020-02-24 00:00:00","245.000","357.000","1.000","17.100","0.900","990.500","","0.000","-99.000","-99.000","-99.000","26.800","","13.700",""
"C0F9Z0","2020-02-24 00:00:00","3193.000","147.000","1.800","7.600","0.070","700.900","","0.000","-99.000","-99.000","-99.000","11.700","","2.600",""
